211,0.42,2.28
212,0.41,2.25
213,0.41,2.26
214,0.41,2.27
215,0.41,2.27
216,0.42,2.29
217,0.41,2.26
218,0.42,2.29
219,0.42,2.29
220,0.42,2.28
221,0.42,2.29
222,0.42,2.29
223,0.42,2.29
224,0.41,2.27
225,0.42,2.30
226,0.42,2.29
227,0.42,2.30
228,0.42,2.29
229,0.42,2.30
230,0.42,2.30
231,0.42,2.30
232,0.42,2.28
233,0.42,2.29
234,0.42,2.30
235,0.43,2.31
236,0.42,2.30
237,0.42,2.30
238,0.42,2.30
239,0.43,2.31
240,0.42,2.29
241,0.41,2.27
242,0.43,2.31
243,0.43,2.31
244,0.43,2.31
245,0.43,2.32
246,0.43,2.31
247,0.43,2.31
248,0.42,2.30
249,0.42,2.28
250,0.43,2.31
251,0.43,2.31
252,0.42,2.30
253,0.43,2.31
254,0.42,2.30
255,0.42,2.30
256,0.42,2.29
257,0.42,2.29
258,0.41,2.27
259,0.41,2.27
260,0.42,2.30
261,0.42,2.29
262,0.42,2.28
263,0.42,2.28
264,0.42,2.29
265,0.41,2.27
266,0.42,2.28
267,0.42,2.29
268,0.42,2.29
269,0.42,2.29
270,0.42,2.30
271,0.43,2.31
272,0.42,2.28
273,0.41,2.27
274,0.41,2.27
275,0.42,2.29
276,0.41,2.27
277,0.42,2.30
278,0.43,2.31
279,0.42,2.30
280,0.41,2.27
281,0.42,2.29
282,0.41,2.27
283,0.42,2.29
284,0.42,2.30
285,0.42,2.29
286,0.42,2.28
287,0.42,2.29
288,0.41,2.26
289,0.42,2.28
290,0.41,2.26
291,0.41,2.26
292,0.41,2.27
293,0.41,2.26
294,0.41,2.25
295,0.40,2.23
296,0.40,2.25
297,0.40,2.24
298,0.40,2.23
299,0.40,2.22
300,0.40,2.22
301,0.39,2.21
302,0.39,2.20
303,0.39,2.19
304,0.39,2.19
305,0.37,2.16
306,0.38,2.19
307,0.38,2.17
308,0.38,2.18
309,0.38,2.19
310,0.38,2.19
311,0.38,2.19
312,0.38,2.19
313,0.39,2.19
314,0.39,2.21
315,0.39,2.20
316,0.38,2.17
317,0.38,2.19
318,0.39,2.19
319,0.38,2.18
320,0.39,2.19
321,0.39,2.20
322,0.39,2.21
323,0.39,2.20
324,0.38,2.19
325,0.39,2.21
326,0.39,2.22
327,0.40,2.22
328,0.40,2.23
329,0.40,2.24
330,0.40,2.24
331,0.40,2.23
332,0.40,2.24
333,0.40,2.23
334,0.40,2.24
335,0.40,2.23
336,0.40,2.23
337,0.39,2.20
338,0.40,2.24
339,0.40,2.22
340,0.40,2.23
341,0.40,2.22
342,0.39,2.20
343,0.39,2.22
344,0.39,2.19
345,0.39,2.22
346,0.39,2.21
347,0.39,2.22
348,0.39,2.20
349,0.39,2.22
350,0.38,2.18
351,0.38,2.19
352,0.39,2.20
353,0.38,2.19
354,0.38,2.18
355,0.38,2.18
356,0.38,2.18
357,0.38,2.17
358,0.38,2.19
359,0.38,2.19
360,0.38,2.19
361,0.39,2.19
362,0.38,2.18
363,0.38,2.17
364,0.38,2.19
365,0.38,2.17
366,0.39,2.22
367,0.39,2.20
368,0.39,2.21
369,0.39,2.22
370,0.40,2.23
371,0.40,2.22
372,0.40,2.23
373,0.39,2.22
374,0.40,2.23
375,0.40,2.24
376,0.39,2.22
377,0.40,2.24
378,0.40,2.24
379,0.41,2.25
380,0.40,2.24
381,0.40,2.23
382,0.40,2.22
383,0.40,2.23
384,0.41,2.25
385,0.40,2.24
386,0.40,2.23
387,0.40,2.23
388,0.40,2.25
389,0.40,2.24
390,0.40,2.24
391,0.40,2.24
392,0.40,2.22
393,0.39,2.20
394,0.39,2.20
395,0.38,2.19
396,0.39,2.20
397,0.40,2.23
398,0.40,2.24
399,0.40,2.24
400,0.40,2.25
401,0.41,2.25
402,0.40,2.23
403,0.40,2.23
404,0.40,2.24
405,0.39,2.22
406,0.39,2.20
407,0.40,2.22
408,0.39,2.20
409,0.39,2.21
410,0.39,2.21
411,0.39,2.20
412,0.38,2.18
413,0.37,2.15
414,0.38,2.17
415,0.37,2.15
416,0.36,2.12
417,0.35,2.09
418,0.33,2.04
419,0.33,2.03
420,0.33,2.02
421,0.32,2.01
422,0.32,2.00
423,0.32,2.01
424,0.33,2.04
425,0.34,2.06
426,0.35,2.08
427,0.35,2.10
428,0.35,2.10
429,0.35,2.09
430,0.35,2.10
431,0.35,2.09
432,0.35,2.10
433,0.35,2.09
434,0.35,2.10
435,0.36,2.11
436,0.36,2.12
437,0.36,2.11
438,0.36,2.13
439,0.37,2.14
440,0.37,2.15
441,0.37,2.16
442,0.37,2.16
443,0.38,2.18
444,0.37,2.15
445,0.38,2.17
446,0.38,2.18
447,0.38,2.18
448,0.39,2.20
449,0.38,2.19
450,0.38,2.19
451,0.39,2.20
452,0.39,2.21
453,0.39,2.21
454,0.39,2.20
455,0.40,2.22
456,0.40,2.23
457,0.40,2.23
458,0.40,2.22
459,0.40,2.23
460,0.40,2.24
461,0.40,2.23
462,0.40,2.23
463,0.40,2.24
464,0.40,2.25
465,0.41,2.25
466,0.40,2.22
467,0.40,2.24
468,0.40,2.24
469,0.40,2.24
470,0.40,2.23
471,0.39,2.20
472,0.39,2.22
473,0.40,2.23
474,0.40,2.23
475,0.39,2.21
476,0.40,2.23
477,0.40,2.24
478,0.40,2.23
479,0.40,2.23
480,0.40,2.23
481,0.39,2.22
482,0.40,2.22
483,0.40,2.24
484,0.40,2.24
485,0.39,2.22
486,0.40,2.24
487,0.40,2.24
488,0.40,2.24
489,0.40,2.24
490,0.40,2.23
491,0.40,2.23
492,0.40,2.25
493,0.40,2.24
494,0.39,2.22
495,0.40,2.23
496,0.41,2.25
497,0.41,2.25
498,0.41,2.25
499,0.41,2.26
500,0.41,2.26
501,0.40,2.25
502,0.41,2.26
503,0.40,2.25
504,0.41,2.25
505,0.41,2.27
506,0.41,2.27
507,0.41,2.26
508,0.41,2.26
509,0.41,2.27
510,0.41,2.26
511,0.40,2.25
512,0.41,2.27
513,0.41,2.26
514,0.41,2.26
515,0.41,2.26
516,0.40,2.23
517,0.41,2.25
518,0.40,2.24
519,0.41,2.25
520,0.41,2.25
521,0.39,2.22
522,0.40,2.25
523,0.40,2.25
524,0.40,2.25
525,0.40,2.25
526,0.40,2.23
527,0.40,2.23
528,0.39,2.22
529,0.40,2.22
530,0.40,2.22
531,0.40,2.23
532,0.40,2.22
533,0.39,2.21
534,0.39,2.21
535,0.38,2.19
536,0.39,2.20
537,0.39,2.19
538,0.39,2.20
539,0.39,2.19
540,0.38,2.18
541,0.38,2.19
542,0.38,2.17
543,0.38,2.17
544,0.38,2.17
545,0.37,2.15
546,0.38,2.17
547,0.38,2.17
548,0.37,2.16
549,0.36,2.13
550,0.37,2.15
551,0.36,2.14
552,0.36,2.13
553,0.36,2.11
554,0.34,2.07
555,0.34,2.07
556,0.34,2.07
557,0.34,2.07
558,0.33,2.02
559,0.32,1.99
560,0.32,1.99
561,0.31,1.97
562,0.30,1.95
563,0.30,1.95
564,0.30,1.94
565,0.30,1.93
566,0.29,1.92
567,0.29,1.89
568,0.29,1.90
569,0.30,1.93
570,0.31,1.98
571,0.33,2.03
572,0.34,2.06
573,0.34,2.07
574,0.35,2.09
575,0.36,2.11
576,0.36,2.11
577,0.36,2.13
578,0.36,2.11
579,0.36,2.12
580,0.36,2.13
581,0.36,2.13
582,0.36,2.13
583,0.36,2.11
584,0.36,2.11
585,0.34,2.07
586,0.36,2.11
587,0.35,2.09
588,0.36,2.14
589,0.37,2.15
590,0.37,2.16
591,0.38,2.17
592,0.37,2.15
593,0.37,2.15
594,0.38,2.18
595,0.38,2.18
596,0.38,2.17
597,0.39,2.19
598,0.39,2.20
599,0.38,2.18
600,0.38,2.19
601,0.39,2.19
602,0.38,2.18
603,0.39,2.22
604,0.39,2.20
605,0.39,2.21
606,0.39,2.22
607,0.39,2.20
608,0.39,2.20
609,0.39,2.20
610,0.39,2.21
611,0.38,2.19
612,0.39,2.21
613,0.38,2.19
614,0.39,2.20
615,0.39,2.21
616,0.39,2.20
617,0.39,2.21
618,0.39,2.19
619,0.39,2.22
620,0.39,2.19
621,0.39,2.21
622,0.39,2.20
623,0.39,2.20
624,0.39,2.20
625,0.39,2.19
626,0.39,2.20
627,0.39,2.20
628,0.39,2.20
629,0.39,2.20
630,0.39,2.20
631,0.39,2.20
632,0.39,2.19
633,0.39,2.19
634,0.38,2.18
635,0.38,2.19
636,0.38,2.19
637,0.38,2.19
638,0.38,2.17
639,0.38,2.18
640,0.37,2.15
641,0.37,2.16
642,0.36,2.13
643,0.36,2.14
644,0.36,2.12
645,0.36,2.12
646,0.36,2.11
647,0.36,2.12
648,0.36,2.13
649,0.36,2.13
650,0.37,2.14
651,0.36,2.13
652,0.36,2.14
653,0.38,2.17
654,0.38,2.18
655,0.37,2.16
656,0.37,2.15
657,0.38,2.18
658,0.38,2.18
659,0.38,2.17
660,0.37,2.16
661,0.37,2.16
662,0.38,2.17
663,0.38,2.17
664,0.38,2.17
665,0.38,2.18
666,0.38,2.17
667,0.38,2.18
668,0.38,2.19
669,0.38,2.18
670,0.39,2.19
671,0.38,2.18
672,0.39,2.19
673,0.39,2.19
674,0.38,2.17
675,0.39,2.20
676,0.39,2.19
677,0.38,2.19
678,0.39,2.20
679,0.39,2.20
680,0.39,2.19
681,0.39,2.19
682,0.39,2.20
683,0.38,2.17
684,0.38,2.17
685,0.38,2.18
686,0.38,2.18
687,0.38,2.18
688,0.38,2.19
689,0.39,2.20
690,0.38,2.18
691,0.38,2.17
692,0.38,2.18
693,0.38,2.18
694,0.38,2.18
695,0.38,2.18
696,0.38,2.17
697,0.38,2.17
698,0.38,2.17
699,0.37,2.15
700,0.38,2.17
701,0.37,2.16
702,0.37,2.14
703,0.37,2.16
704,0.38,2.17
705,0.37,2.16
706,0.37,2.15
707,0.36,2.12
708,0.36,2.14
709,0.37,2.14
710,0.36,2.13
711,0.36,2.14
712,0.36,2.13
713,0.35,2.08
714,0.29,1.91
715,0.25,1.78
716,0.24,1.74
717,0.23,1.68
718,0.22,1.65
719,0.21,1.63
720,0.21,1.61
721,0.21,1.61
722,0.20,1.59
723,0.21,1.61
724,0.22,1.67
725,0.24,1.74
726,0.26,1.79
727,0.26,1.81
728,0.25,1.78
729,0.25,1.75
730,0.25,1.77
731,0.24,1.75
732,0.24,1.73
733,0.24,1.74
734,0.23,1.71
735,0.23,1.71
736,0.24,1.73
737,0.25,1.76
738,0.25,1.77
739,0.26,1.82
740,0.28,1.86
741,0.26,1.80
742,0.24,1.74
743,0.22,1.65
744,0.20,1.58
745,0.20,1.57
746,0.21,1.61
747,0.22,1.67
748,0.22,1.67
749,0.23,1.69
750,0.24,1.72
751,0.26,1.80
752,0.28,1.88
753,0.29,1.92
754,0.30,1.94
755,0.31,1.96
756,0.32,1.98
757,0.31,1.97
758,0.32,1.99
759,0.32,2.01
760,0.33,2.03
761,0.33,2.03
762,0.32,2.01
763,0.31,1.97
764,0.30,1.92
765,0.28,1.87
766,0.27,1.85
767,0.26,1.80
768,0.25,1.76
769,0.24,1.73
770,0.23,1.71
771,0.23,1.71
772,0.22,1.65
773,0.20,1.58
774,0.18,1.51
775,0.17,1.44
776,0.15,1.38
777,0.14,1.30
778,0.12,1.22
779,0.11,1.15
780,0.10,1.09
781,0.09,1.08
782,0.10,1.09
783,0.10,1.11
784,0.10,1.14
785,0.11,1.16
786,0.11,1.16
787,0.10,1.10
788,0.09,1.05
789,0.08,0.99
790,0.07,0.93
791,0.06,0.90
792,0.06,0.87
793,0.05,0.83
794,0.05,0.80
795,0.05,0.76
796,0.04,0.72
797,0.04,0.70
798,0.04,0.68
799,0.04,0.66
800,0.03,0.65
801,0.03,0.63
802,0.03,0.61
803,0.03,0.60
804,0.03,0.60
805,0.03,0.61
806,0.03,0.60
807,0.03,0.60
808,0.03,0.59
809,0.03,0.58
810,0.03,0.59
811,0.03,0.58
812,0.03,0.58
813,0.03,0.58
814,0.03,0.58
815,0.03,0.57
816,0.03,0.56
817,0.03,0.57
818,0.03,0.57
819,0.03,0.57
820,0.03,0.57
821,0.03,0.57
822,0.03,0.58
823,0.03,0.59
824,0.03,0.59
825,0.03,0.59
826,0.03,0.58
827,0.03,0.57
828,0.03,0.57
829,0.03,0.58
830,0.03,0.57
831,0.03,0.57
832,0.03,0.56
833,0.03,0.56
834,0.03,0.57
835,0.03,0.58
836,0.03,0.60
837,0.03,0.63
838,0.03,0.66
839,0.04,0.69
840,0.04,0.74
841,0.05,0.76
842,0.05,0.78
843,0.05,0.79
844,0.05,0.77
845,0.04,0.73
846,0.04,0.69
847,0.03,0.65
848,0.03,0.63
849,0.03,0.63
850,0.03,0.60
851,0.02,0.54
852,0.02,0.54
853,0.03,0.59
854,0.03,0.62
855,0.03,0.65
856,0.03,0.66
857,0.04,0.75
858,0.05,0.76
859,0.04,0.71
860,0.04,0.67
861,0.03,0.63
862,0.03,0.64
863,0.03,0.63
864,0.03,0.61
865,0.03,0.59
866,0.03,0.57
867,0.02,0.54
868,0.02,0.51
869,0.02,0.51
870,0.03,0.58
871,0.03,0.64
872,0.03,0.65
873,0.03,0.63
874,0.03,0.58
875,0.02,0.54
876,0.02,0.51
877,0.02,0.49
878,0.02,0.48
879,0.02,0.48
880,0.02,0.48
881,0.02,0.47
882,0.02,0.48
883,0.02,0.48
884,0.02,0.47
885,0.02,0.47
886,0.02,0.46
887,0.02,0.46
888,0.02,0.47
889,0.02,0.47
890,0.02,0.47
891,0.02,0.47
892,0.02,0.46
893,0.02,0.46
894,0.02,0.47
895,0.02,0.46
896,0.02,0.46
897,0.02,0.46
898,0.02,0.47
899,0.02,0.48
900,0.02,0.49
901,0.02,0.51
902,0.02,0.54
903,0.02,0.55
904,0.02,0.54
905,0.02,0.53
906,0.02,0.54
907,0.03,0.58
908,0.04,0.75
909,0.09,1.07
910,0.14,1.34
911,0.17,1.45
912,0.16,1.42
913,0.16,1.39
914,0.15,1.38
915,0.17,1.48
916,0.19,1.53
917,0.18,1.49
918,0.16,1.39
919,0.13,1.30
920,0.14,1.31
921,0.15,1.37
922,0.16,1.39
923,0.14,1.30
924,0.11,1.17
925,0.11,1.16
926,0.14,1.30
927,0.18,1.50
928,0.22,1.64
929,0.23,1.69
930,0.21,1.60
931,0.20,1.57
932,0.21,1.63
933,0.24,1.74
934,0.27,1.83
935,0.27,1.85
936,0.26,1.80
937,0.24,1.72
938,0.22,1.66
939,0.23,1.68
940,0.22,1.68
941,0.22,1.67
942,0.24,1.74
943,0.27,1.84
944,0.28,1.88
945,0.27,1.85
946,0.24,1.75
947,0.21,1.63
948,0.18,1.48
949,0.14,1.30
950,0.10,1.12
951,0.07,0.95
952,0.05,0.81
953,0.05,0.75
954,0.04,0.73
955,0.03,0.66
956,0.03,0.60
957,0.02,0.55
958,0.02,0.53
959,0.02,0.51
960,0.02,0.49
961,0.02,0.48
962,0.02,0.45
963,0.02,0.44
964,0.02,0.44
965,0.01,0.43
966,0.01,0.41
967,0.01,0.41
968,0.01,0.40
969,0.01,0.41
970,0.01,0.40
971,0.01,0.40
972,0.01,0.39
973,0.01,0.39
974,0.01,0.37
975,0.01,0.38
976,0.01,0.37
977,0.01,0.37
978,0.01,0.37
979,0.01,0.36
980,0.01,0.36
981,0.01,0.36
982,0.01,0.35
983,0.01,0.36
984,0.01,0.37
985,0.01,0.35
986,0.01,0.34
987,0.01,0.34
988,0.01,0.34
989,0.01,0.35
990,0.01,0.33
991,0.01,0.33
992,0.01,0.33
993,0.01,0.33
994,0.01,0.33
995,0.01,0.32
996,0.01,0.35
997,0.01,0.33
998,0.01,0.33
999,0.01,0.36
1000,0.01,0.32
1001,0.01,0.34
1002,0.01,0.32
1003,0.01,0.34
1004,0.01,0.35
1005,0.01,0.33
1006,0.01,0.34
1007,0.01,0.34
1008,0.01,0.33
1009,0.01,0.33
1010,0.01,0.33
1011,0.01,0.33
1012,0.01,0.34
1013,0.01,0.32
1014,0.01,0.32
1015,0.01,0.33
1016,0.01,0.32
1017,0.01,0.29
1018,0.01,0.29
1019,0.01,0.30
1020,0.01,0.33
1021,0.01,0.29
1022,0.01,0.30
1023,0.01,0.29
1024,0.01,0.32
1025,0.01,0.28
1026,0.01,0.29
1027,0.01,0.29
1028,0.01,0.31
1029,0.01,0.27
1030,0.01,0.28
1031,0.01,0.27
1032,0.01,0.27
1033,0.01,0.27
1034,0.01,0.27
1035,0.01,0.27
1036,0.01,0.27
1037,0.01,0.26
1038,0.01,0.28
1039,0.01,0.25
1040,0.01,0.27
1041,0.01,0.26
1042,0.01,0.26
1043,0.01,0.25
1044,0.01,0.26
1045,0.01,0.27
1046,0.00,0.25
1047,0.01,0.27
1048,0.01,0.28
1049,0.01,0.27
1050,0.01,0.27
1051,0.00,0.25
1052,0.01,0.26
1053,0.00,0.25
1054,0.00,0.24
1055,0.01,0.26
1056,0.01,0.26
1057,0.01,0.25
1058,0.00,0.24
1059,0.01,0.27
1060,0.01,0.25
1061,0.00,0.24
1062,0.00,0.25
1063,0.00,0.25
1064,0.00,0.24
1065,0.00,0.23
1066,0.01,0.25
1067,0.00,0.25
1068,0.00,0.25
1069,0.01,0.27
1070,0.00,0.23
1071,0.01,0.25
1072,0.00,0.23
1073,0.00,0.24
1074,0.01,0.26
1075,0.00,0.25
1076,0.00,0.25
1077,0.01,0.26
1078,0.00,0.23
1079,0.00,0.23
1080,0.00,0.23
1081,0.00,0.23
1082,0.01,0.25
1083,0.00,0.23
1084,0.00,0.24
1085,0.00,0.23
1086,0.00,0.25
1087,0.00,0.23
1088,0.00,0.23
1089,0.01,0.26
1090,0.00,0.23
1091,0.00,0.23
1092,0.01,0.25
1093,0.00,0.25
1094,0.00,0.23
1095,0.00,0.23
1096,0.00,0.23
1097,0.01,0.25
1098,0.00,0.23
1099,0.01,0.26
1100,0.00,0.23
1101,0.00,0.23
1102,0.00,0.23
1103,0.00,0.25
1104,0.00,0.23
1105,0.00,0.24
1106,0.00,0.23
1107,0.00,0.23
1108,0.00,0.23
1109,0.00,0.23
1110,0.00,0.23
1111,0.00,0.24
1112,0.00,0.23
1113,0.00,0.25
1114,0.01,0.27
1115,0.00,0.24
1116,0.00,0.23
1117,0.01,0.27
1118,0.00,0.23
1119,0.01,0.26
1120,0.01,0.26
1121,0.01,0.26
1122,0.00,0.23
1123,0.00,0.24
1124,0.00,0.25
1125,0.00,0.23
1126,0.00,0.23
1127,0.00,0.23
1128,0.00,0.24
1129,0.01,0.25
1130,0.00,0.23
1131,0.00,0.23
1132,0.00,0.24
1133,0.00,0.24
1134,0.00,0.23
1135,0.01,0.26
1136,0.00,0.24
1137,0.00,0.23
1138,0.00,0.25
1139,0.00,0.25
1140,0.00,0.23
1141,0.00,0.23
1142,0.00,0.23
1143,0.01,0.26
1144,0.00,0.23
1145,0.00,0.23
1146,0.00,0.24
1147,0.01,0.26
1148,0.00,0.25
1149,0.00,0.23
1150,0.01,0.26
1151,0.00,0.23
1152,0.00,0.23
1153,0.00,0.23
1154,0.00,0.23
1155,0.01,0.26
1156,0.00,0.23
1157,0.00,0.23
1158,0.00,0.23
1159,0.00,0.24
1160,0.00,0.23
1161,0.00,0.25
1162,0.00,0.21
1163,0.00,0.23
1164,0.00,0.25
1165,0.00,0.23
1166,0.01,0.25
1167,0.00,0.23
1168,0.00,0.24
1169,0.00,0.23
1170,0.00,0.23
1171,0.00,0.22
1172,0.00,0.23
1173,0.00,0.24
1174,0.00,0.22
1175,0.00,0.23
1176,0.00,0.23
1177,0.00,0.22
1178,0.00,0.23
1179,0.00,0.22
1180,0.00,0.21
1181,0.00,0.23
1182,0.00,0.22
1183,0.00,0.21
1184,0.00,0.22
1185,0.00,0.23
1186,0.00,0.23
1187,0.00,0.22
1188,0.00,0.21
1189,0.00,0.23
1190,0.00,0.23
1191,0.00,0.21
1192,0.00,0.23
1193,0.00,0.21
1194,0.00,0.22
1195,0.00,0.21
1196,0.00,0.21
1197,0.00,0.23
1198,0.00,0.23
1199,0.00,0.22
1200,0.00,0.22
1201,0.00,0.21
1202,0.00,0.22
1203,0.00,0.21
1204,0.00,0.23
1205,0.00,0.21
1206,0.00,0.23
1207,0.00,0.22
1208,0.00,0.22
1209,0.00,0.21
1210,0.00,0.21
1211,0.00,0.21
1212,0.00,0.21
1213,0.00,0.22
1214,0.00,0.23
1215,0.00,0.22
1216,0.00,0.22
1217,0.00,0.22
1218,0.00,0.23
1219,0.00,0.22
1220,0.00,0.23
1221,0.00,0.22
1222,0.00,0.22
1223,0.00,0.23
1224,0.00,0.23
1225,0.00,0.21
1226,0.00,0.22
1227,0.00,0.22
1228,0.00,0.22
1229,0.00,0.21
1230,0.00,0.22
1231,0.00,0.22
1232,0.00,0.22
1233,0.00,0.22
1234,0.00,0.22
1235,0.00,0.23
1236,0.00,0.22
1237,0.00,0.22
1238,0.00,0.22
1239,0.00,0.22
1240,0.00,0.22
1241,0.00,0.21
1242,0.00,0.21
1243,0.00,0.22
1244,0.00,0.23
1245,0.00,0.22
1246,0.00,0.23
1247,0.00,0.23
1248,0.00,0.22
1249,0.00,0.23
1250,0.00,0.22
1251,0.00,0.22
1252,0.00,0.21
1253,0.00,0.21
1254,0.00,0.21
1255,0.00,0.22
1256,0.00,0.22
1257,0.00,0.23
1258,0.00,0.23
1259,0.00,0.22
1260,0.00,0.22
1261,0.00,0.23
1262,0.00,0.23
1263,0.00,0.22
1264,0.00,0.21
1265,0.00,0.21
1266,0.00,0.20
1267,0.00,0.23
1268,0.00,0.23
1269,0.00,0.21
1270,0.00,0.22
1271,0.00,0.23
1272,0.00,0.22
1273,0.00,0.23
1274,0.00,0.21
1275,0.00,0.23
1276,0.00,0.21
1277,0.00,0.22
1278,0.00,0.23
1279,0.00,0.23
1280,0.00,0.23
1281,0.00,0.22
1282,0.00,0.22
1283,0.00,0.23
1284,0.00,0.23
1285,0.00,0.22
1286,0.00,0.22
1287,0.00,0.22
1288,0.00,0.22
1289,0.00,0.21
1290,0.00,0.22
1291,0.00,0.23
1292,0.00,0.23
1293,0.00,0.22
1294,0.00,0.22
1295,0.00,0.23
1296,0.00,0.23
1297,0.00,0.22
1298,0.00,0.21
1299,0.00,0.22
1300,0.00,0.22
1301,0.00,0.21
1302,0.00,0.23
1303,0.00,0.23
1304,0.00,0.22
1305,0.00,0.21
1306,0.00,0.23
1307,0.00,0.23
1308,0.00,0.22
1309,0.00,0.23
1310,0.00,0.23
1311,0.00,0.22
1312,0.00,0.22
1313,0.00,0.21
1314,0.00,0.22
1315,0.00,0.23
1316,0.00,0.21
1317,0.00,0.22
1318,0.00,0.22
1319,0.00,0.22
1320,0.00,0.23
1321,0.00,0.23
1322,0.00,0.23
1323,0.00,0.22
1324,0.00,0.23
1325,0.00,0.21
1326,0.00,0.22
1327,0.00,0.22
1328,0.00,0.22
1329,0.00,0.22
1330,0.00,0.23
1331,0.00,0.22
1332,0.00,0.23
1333,0.00,0.21
1334,0.00,0.22
1335,0.00,0.23
1336,0.00,0.21
1337,0.00,0.23
1338,0.00,0.23
1339,0.00,0.22
1340,0.00,0.21
1341,0.00,0.21
1342,0.00,0.22
1343,0.00,0.21
1344,0.00,0.22
1345,0.00,0.23
1346,0.00,0.23
1347,0.00,0.22
1348,0.01,0.26
1349,0.00,0.22
1350,0.00,0.23
1351,0.00,0.22
1352,0.00,0.22
1353,0.00,0.23
1354,0.00,0.22
1355,0.00,0.22
1356,0.00,0.22
1357,0.00,0.23
1358,0.00,0.23
1359,0.00,0.23
1360,0.00,0.22
1361,0.00,0.23
1362,0.00,0.22
1363,0.00,0.23
